image_path,ticker,date,label,label_id,RSI,MACD,MACD_signal,forward_return,trend_score,split
D:\full-stack2\data\charts\NVDA\2022-03-07.png,NVDA,2022-03-07,Up,2,35.04,-0.7314,-0.5933,0.2521,1.7241,train
D:\full-stack2\data\charts\META\2022-03-07.png,META,2022-03-07,Up,2,24.57,-21.8789,-23.9983,0.1281,1.3485,train
D:\full-stack2\data\charts\NFLX\2022-03-07.png,NFLX,2022-03-07,Up,2,30.29,-2.3169,-2.4267,0.0695,0.8512,train
D:\full-stack2\data\charts\AAPL\2022-03-08.png,AAPL,2022-03-08,Up,2,33.11,-2.7262,-2.0618,0.0723,1.3896,train
D:\full-stack2\data\charts\GOOGL\2022-03-08.png,GOOGL,2022-03-08,Up,2,37.19,-2.0621,-1.5288,0.1004,1.608,train
D:\full-stack2\data\charts\MSFT\2022-03-08.png,MSFT,2022-03-08,Up,2,33.37,-5.3462,-4.4024,0.1023,1.4835,train
D:\full-stack2\data\charts\TSLA\2022-03-08.png,TSLA,2022-03-08,Up,2,39.05,-11.8046,-13.2385,0.2057,1.6659,train
D:\full-stack2\data\charts\AMZN\2022-03-08.png,AMZN,2022-03-08,Up,2,31.54,-3.5714,-2.0331,0.2123,2.8887,train
D:\full-stack2\data\charts\NVDA\2022-03-08.png,NVDA,2022-03-08,Up,2,35.95,-0.8359,-0.6418,0.2329,1.5994,train
D:\full-stack2\data\charts\META\2022-03-08.png,META,2022-03-08,Up,2,26.95,-21.5708,-23.5128,0.1385,1.509,train
D:\full-stack2\data\charts\NFLX\2022-03-08.png,NFLX,2022-03-08,Up,2,28.58,-2.4348,-2.4284,0.1204,1.4682,train
D:\full-stack2\data\charts\AAPL\2022-03-09.png,AAPL,2022-03-09,Up,2,43.38,-2.576,-2.1647,0.0446,0.7831,train
D:\full-stack2\data\charts\GOOGL\2022-03-09.png,GOOGL,2022-03-09,Neutral,1,48.81,-1.7765,-1.5783,0.0364,0.4972,train
D:\full-stack2\data\charts\MSFT\2022-03-09.png,MSFT,2022-03-09,Neutral,1,43.74,-5.0601,-4.5339,0.0381,0.4961,train
D:\full-stack2\data\charts\TSLA\2022-03-09.png,TSLA,2022-03-09,Up,2,44.23,-10.4921,-12.6892,0.1631,1.2847,train
D:\full-stack2\data\charts\AMZN\2022-03-09.png,AMZN,2022-03-09,Up,2,36.34,-3.9071,-2.4079,0.1732,2.3437,train
D:\full-stack2\data\charts\NVDA\2022-03-09.png,NVDA,2022-03-09,Up,2,43.86,-0.7889,-0.6712,0.1138,0.7365,train
D:\full-stack2\data\charts\META\2022-03-09.png,META,2022-03-09,Up,2,33.52,-20.4338,-22.897,0.0754,0.7692,train
D:\full-stack2\data\charts\NFLX\2022-03-09.png,NFLX,2022-03-09,Neutral,1,36.32,-2.3636,-2.4154,0.0438,0.4788,train
D:\full-stack2\data\charts\AAPL\2022-03-10.png,AAPL,2022-03-10,Up,2,38.29,-2.7752,-2.2868,0.0981,1.6747,train
D:\full-stack2\data\charts\GOOGL\2022-03-10.png,GOOGL,2022-03-10,Up,2,47.33,-1.6109,-1.5849,0.069,0.9578,train
D:\full-stack2\data\charts\MSFT\2022-03-10.png,MSFT,2022-03-10,Up,2,42.12,-5.0029,-4.6277,0.0648,0.8666,train
D:\full-stack2\data\charts\TSLA\2022-03-10.png,TSLA,2022-03-10,Up,2,41.94,-9.8939,-12.1301,0.2095,1.6441,train
D:\full-stack2\data\charts\AMZN\2022-03-10.png,AMZN,2022-03-10,Up,2,45.79,-3.5242,-2.6312,0.1146,1.3384,train
D:\full-stack2\data\charts\NVDA\2022-03-10.png,NVDA,2022-03-10,Up,2,42.52,-0.7713,-0.6913,0.2424,1.6546,train
D:\full-stack2\data\charts\META\2022-03-10.png,META,2022-03-10,Up,2,32.26,-19.5705,-22.2317,0.1248,1.4175,train
D:\full-stack2\data\charts\NFLX\2022-03-10.png,NFLX,2022-03-10,Up,2,35.83,-2.297,-2.3917,0.0531,0.5974,train
D:\full-stack2\data\charts\AAPL\2022-03-11.png,AAPL,2022-03-11,Up,2,34.56,-3.1959,-2.4686,0.1292,2.2037,train
D:\full-stack2\data\charts\GOOGL\2022-03-11.png,GOOGL,2022-03-11,Up,2,43.65,-1.6653,-1.6009,0.0909,1.2645,train
D:\full-stack2\data\charts\MSFT\2022-03-11.png,MSFT,2022-03-11,Up,2,39.15,-5.327,-4.7676,0.0843,1.147,train
D:\full-stack2\data\charts\TSLA\2022-03-11.png,TSLA,2022-03-11,Up,2,37.57,-10.4545,-11.795,0.2707,2.0733,train
D:\full-stack2\data\charts\AMZN\2022-03-11.png,AMZN,2022-03-11,Up,2,44.56,-3.2872,-2.7624,0.1323,1.5479,train
D:\full-stack2\data\charts\NVDA\2022-03-11.png,NVDA,2022-03-11,Up,2,40.43,-0.7933,-0.7117,0.253,1.7351,train
D:\full-stack2\data\charts\META\2022-03-11.png,META,2022-03-11,Up,2,29.52,-19.2726,-21.6399,0.1823,2.0144,train
D:\full-stack2\data\charts\NFLX\2022-03-11.png,NFLX,2022-03-11,Up,2,32.0,-2.3498,-2.3833,0.0985,1.0601,train
D:\full-stack2\data\charts\AAPL\2022-03-14.png,AAPL,2022-03-14,Up,2,31.02,-3.8103,-2.7369,0.1658,2.7805,train
D:\full-stack2\data\charts\GOOGL\2022-03-14.png,GOOGL,2022-03-14,Up,2,38.69,-1.999,-1.6805,0.1231,1.7183,train
D:\full-stack2\data\charts\MSFT\2022-03-14.png,MSFT,2022-03-14,Up,2,37.29,-5.8004,-4.9741,0.1239,1.7156,train
D:\full-stack2\data\charts\TSLA\2022-03-14.png,TSLA,2022-03-14,Up,2,34.93,-11.5452,-11.7451,0.4247,3.3023,train
D:\full-stack2\data\charts\AMZN\2022-03-14.png,AMZN,2022-03-14,Up,2,41.2,-3.357,-2.8813,0.1913,2.2863,train
D:\full-stack2\data\charts\NVDA\2022-03-14.png,NVDA,2022-03-14,Up,2,37.68,-0.8627,-0.7419,0.323,2.321,train
D:\full-stack2\data\charts\META\2022-03-14.png,META,2022-03-14,Up,2,29.18,-18.8972,-21.0913,0.198,2.2478,train
D:\full-stack2\data\charts\NFLX\2022-03-14.png,NFLX,2022-03-14,Up,2,30.04,-2.4387,-2.3944,0.1435,1.5657,train
D:\full-stack2\data\charts\AAPL\2022-03-15.png,AAPL,2022-03-15,Up,2,38.4,-3.8989,-2.9693,0.1539,2.3858,train
D:\full-stack2\data\charts\GOOGL\2022-03-15.png,GOOGL,2022-03-15,Up,2,44.33,-1.9808,-1.7406,0.103,1.3912,train
D:\full-stack2\data\charts\MSFT\2022-03-15.png,MSFT,2022-03-15,Up,2,45.52,-5.2786,-5.035,0.0984,1.2614,train
D:\full-stack2\data\charts\TSLA\2022-03-15.png,TSLA,2022-03-15,Up,2,40.46,-11.3237,-11.6608,0.3712,2.7967,train
D:\full-stack2\data\charts\AMZN\2022-03-15.png,AMZN,2022-03-15,Up,2,47.6,-2.9335,-2.8918,0.1489,1.6865,train
D:\full-stack2\data\charts\NVDA\2022-03-15.png,NVDA,2022-03-15,Up,2,46.1,-0.7764,-0.7488,0.2474,1.6451,train
D:\full-stack2\data\charts\META\2022-03-15.png,META,2022-03-15,Up,2,33.76,-17.9603,-20.4651,0.197,2.1454,train
D:\full-stack2\data\charts\NFLX\2022-03-15.png,NFLX,2022-03-15,Up,2,35.82,-2.379,-2.3913,0.1398,1.4518,train
D:\full-stack2\data\charts\AAPL\2022-03-16.png,AAPL,2022-03-16,Up,2,44.8,-3.5721,-3.0899,0.1139,1.7278,train
D:\full-stack2\data\charts\GOOGL\2022-03-16.png,GOOGL,2022-03-16,Up,2,50.5,-1.6209,-1.7167,0.065,0.8378,train
D:\full-stack2\data\charts\MSFT\2022-03-16.png,MSFT,2022-03-16,Up,2,50.27,-4.251,-4.8782,0.0661,0.8368,train
D:\full-stack2\data\charts\TSLA\2022-03-16.png,TSLA,2022-03-16,Up,2,45.81,-10.0016,-11.329,0.302,2.2958,train
D:\full-stack2\data\charts\AMZN\2022-03-16.png,AMZN,2022-03-16,Up,2,53.29,-2.1107,-2.7355,0.0862,0.9293,train
D:\full-stack2\data\charts\NVDA\2022-03-16.png,NVDA,2022-03-16,Up,2,52.51,-0.5788,-0.7148,0.1304,0.9123,train
D:\full-stack2\data\charts\META\2022-03-16.png,META,2022-03-16,Up,2,42.4,-16.1034,-19.5928,0.1189,1.1632,train
D:\full-stack2\data\charts\NFLX\2022-03-16.png,NFLX,2022-03-16,Up,2,41.46,-2.1951,-2.3521,0.067,0.676,train
D:\full-stack2\data\charts\AAPL\2022-03-17.png,AAPL,2022-03-17,Up,2,46.18,-3.1949,-3.1109,0.0871,1.3135,train
D:\full-stack2\data\charts\GOOGL\2022-03-17.png,GOOGL,2022-03-17,Up,2,51.3,-1.2763,-1.6286,0.0391,0.5052,train
D:\full-stack2\data\charts\MSFT\2022-03-17.png,MSFT,2022-03-17,Up,2,50.8,-3.3334,-4.5693,0.0443,0.5608,train
D:\full-stack2\data\charts\TSLA\2022-03-17.png,TSLA,2022-03-17,Up,2,49.79,-8.0176,-10.6667,0.2363,1.7543,train
D:\full-stack2\data\charts\AMZN\2022-03-17.png,AMZN,2022-03-17,Neutral,1,56.92,-1.1121,-2.4108,0.0366,0.3874,train
D:\full-stack2\data\charts\NVDA\2022-03-17.png,NVDA,2022-03-17,Up,2,53.56,-0.3958,-0.651,0.1018,0.7103,train
D:\full-stack2\data\charts\META\2022-03-17.png,META,2022-03-17,Up,2,45.19,-14.1319,-18.5006,0.0699,0.6793,train
D:\full-stack2\data\charts\NFLX\2022-03-17.png,NFLX,2022-03-17,Neutral,1,46.55,-1.9154,-2.2647,0.0086,0.0834,train
D:\full-stack2\data\charts\AAPL\2022-03-18.png,AAPL,2022-03-18,Up,2,50.52,-2.6003,-3.0088,0.063,0.9399,train
D:\full-stack2\data\charts\GOOGL\2022-03-18.png,GOOGL,2022-03-18,Neutral,1,54.52,-0.8109,-1.465,0.0296,0.4034,train
D:\full-stack2\data\charts\MSFT\2022-03-18.png,MSFT,2022-03-18,Neutral,1,54.11,-2.1744,-4.0903,0.0299,0.3887,train
D:\full-stack2\data\charts\TSLA\2022-03-18.png,TSLA,2022-03-18,Up,2,53.73,-5.4734,-9.628,0.1979,1.4939,train
D:\full-stack2\data\charts\AMZN\2022-03-18.png,AMZN,2022-03-18,Neutral,1,60.16,0.003,-1.9281,0.0143,0.1513,train
D:\full-stack2\data\charts\NVDA\2022-03-18.png,NVDA,2022-03-18,Neutral,1,59.6,-0.1136,-0.5435,0.0098,0.0696,train
D:\full-stack2\data\charts\META\2022-03-18.png,META,2022-03-18,Neutral,1,50.5,-11.7415,-17.1488,0.0386,0.3756,train
D:\full-stack2\data\charts\NFLX\2022-03-18.png,NFLX,2022-03-18,Neutral,1,49.68,-1.601,-2.132,-0.0187,-0.182,train
D:\full-stack2\data\charts\AAPL\2022-03-21.png,AAPL,2022-03-21,Up,2,52.25,-1.9955,-2.8061,0.079,1.1773,train
D:\full-stack2\data\charts\GOOGL\2022-03-21.png,GOOGL,2022-03-21,Up,2,54.48,-0.4389,-1.2598,0.0505,0.6999,train
D:\full-stack2\data\charts\MSFT\2022-03-21.png,MSFT,2022-03-21,Up,2,53.17,-1.3396,-3.5402,0.0528,0.6894,train
D:\full-stack2\data\charts\TSLA\2022-03-21.png,TSLA,2022-03-21,Up,2,55.48,-2.9983,-8.3021,0.2435,1.8505,train
D:\full-stack2\data\charts\AMZN\2022-03-21.png,AMZN,2022-03-21,Neutral,1,60.35,0.8958,-1.3633,0.0424,0.4518,train
D:\full-stack2\data\charts\NVDA\2022-03-21.png,NVDA,2022-03-21,Neutral,1,60.52,0.1312,-0.4086,0.0234,0.1703,train
D:\full-stack2\data\charts\META\2022-03-21.png,META,2022-03-21,Up,2,47.63,-10.1307,-15.7452,0.1059,1.0165,train
D:\full-stack2\data\charts\NFLX\2022-03-21.png,NFLX,2022-03-21,Neutral,1,47.72,-1.3844,-1.9825,0.0451,0.4379,train
D:\full-stack2\data\charts\AAPL\2022-03-22.png,AAPL,2022-03-22,Up,2,56.29,-1.2299,-2.4909,0.037,0.5488,train
D:\full-stack2\data\charts\GOOGL\2022-03-22.png,GOOGL,2022-03-22,Neutral,1,59.58,0.1556,-0.9767,0.0052,0.0698,train
D:\full-stack2\data\charts\MSFT\2022-03-22.png,MSFT,2022-03-22,Neutral,1,56.31,-0.2922,-2.8906,0.0224,0.2903,train
D:\full-stack2\data\charts\TSLA\2022-03-22.png,TSLA,2022-03-22,Up,2,62.55,0.9113,-6.4594,0.0979,0.7146,train
D:\full-stack2\data\charts\AMZN\2022-03-22.png,AMZN,2022-03-22,Neutral,1,63.06,1.8561,-0.7194,-0.0051,-0.054,train
D:\full-stack2\data\charts\NVDA\2022-03-22.png,NVDA,2022-03-22,Neutral,1,59.43,0.3048,-0.2659,-0.0224,-0.1629,train
D:\full-stack2\data\charts\META\2022-03-22.png,META,2022-03-22,Up,2,50.74,-8.3448,-14.2651,0.0701,0.6738,train
D:\full-stack2\data\charts\NFLX\2022-03-22.png,NFLX,2022-03-22,Neutral,1,50.63,-1.1325,-1.8125,-0.0072,-0.0715,train
D:\full-stack2\data\charts\AAPL\2022-03-23.png,AAPL,2022-03-23,Neutral,1,57.84,-0.5075,-2.0942,0.0095,0.1481,train
D:\full-stack2\data\charts\GOOGL\2022-03-23.png,GOOGL,2022-03-23,Neutral,1,56.69,0.4935,-0.6827,-0.0125,-0.1704,train
D:\full-stack2\data\charts\MSFT\2022-03-23.png,MSFT,2022-03-23,Neutral,1,52.75,0.1791,-2.2766,0.0,0.0004,train
D:\full-stack2\data\charts\TSLA\2022-03-23.png,TSLA,2022-03-23,Neutral,1,62.99,4.1005,-4.3474,0.0467,0.3785,train
D:\full-stack2\data\charts\AMZN\2022-03-23.png,AMZN,2022-03-23,Neutral,1,61.1,2.4692,-0.0817,-0.0285,-0.3188,train
D:\full-stack2\data\charts\NVDA\2022-03-23.png,NVDA,2022-03-23,Neutral,1,54.92,0.3664,-0.1394,-0.0479,-0.3529,train
D:\full-stack2\data\charts\META\2022-03-23.png,META,2022-03-23,Neutral,1,48.81,-7.1029,-12.8327,0.0461,0.4444,train
D:\full-stack2\data\charts\NFLX\2022-03-23.png,NFLX,2022-03-23,Neutral,1,47.73,-0.9895,-1.6479,-0.0164,-0.163,train
D:\full-stack2\data\charts\AAPL\2022-03-24.png,AAPL,2022-03-24,Neutral,1,61.89,0.366,-1.6022,-0.0111,-0.1704,train
D:\full-stack2\data\charts\GOOGL\2022-03-24.png,GOOGL,2022-03-24,Down,0,60.92,1.0135,-0.3435,-0.0401,-0.5737,train
D:\full-stack2\data\charts\MSFT\2022-03-24.png,MSFT,2022-03-24,Neutral,1,55.79,0.9021,-1.6409,-0.009,-0.1331,train
D:\full-stack2\data\charts\TSLA\2022-03-24.png,TSLA,2022-03-24,Neutral,1,64.31,6.9462,-2.0887,0.0427,0.3539,train
D:\full-stack2\data\charts\AMZN\2022-03-24.png,AMZN,2022-03-24,Neutral,1,61.31,2.9407,0.5228,-0.0358,-0.4238,train
D:\full-stack2\data\charts\NVDA\2022-03-24.png,NVDA,2022-03-24,Down,0,63.38,0.6109,0.0106,-0.14,-0.9621,train
D:\full-stack2\data\charts\META\2022-03-24.png,META,2022-03-24,Neutral,1,52.53,-5.5654,-11.3792,0.0154,0.1529,train
D:\full-stack2\data\charts\NFLX\2022-03-24.png,NFLX,2022-03-24,Neutral,1,48.19,-0.8564,-1.4896,-0.0361,-0.4,train
D:\full-stack2\data\charts\AAPL\2022-03-25.png,AAPL,2022-03-25,Neutral,1,62.54,1.097,-1.0623,-0.0265,-0.4096,train
D:\full-stack2\data\charts\GOOGL\2022-03-25.png,GOOGL,2022-03-25,Down,0,61.05,1.4173,0.0087,-0.0592,-0.8503,train
D:\full-stack2\data\charts\MSFT\2022-03-25.png,MSFT,2022-03-25,Neutral,1,55.44,1.4258,-1.0275,-0.0221,-0.3285,train
D:\full-stack2\data\charts\TSLA\2022-03-25.png,TSLA,2022-03-25,Neutral,1,63.77,9.0094,0.1309,0.0147,0.1211,train
D:\full-stack2\data\charts\AMZN\2022-03-25.png,AMZN,2022-03-25,Down,0,62.34,3.3662,1.0915,-0.0626,-0.7439,train
D:\full-stack2\data\charts\NVDA\2022-03-25.png,NVDA,2022-03-25,Down,0,61.13,0.7589,0.1603,-0.1651,-1.1269,train
D:\full-stack2\data\charts\META\2022-03-25.png,META,2022-03-25,Neutral,1,53.87,-4.1193,-9.9272,0.0023,0.0229,train
D:\full-stack2\data\charts\NFLX\2022-03-25.png,NFLX,2022-03-25,Down,0,47.5,-0.7572,-1.3431,-0.0481,-0.5328,train
D:\full-stack2\data\charts\AAPL\2022-03-28.png,AAPL,2022-03-28,Down,0,63.45,1.7259,-0.5047,-0.0561,-0.8669,train
D:\full-stack2\data\charts\GOOGL\2022-03-28.png,GOOGL,2022-03-28,Down,0,60.6,1.7004,0.347,-0.0893,-1.2818,train
D:\full-stack2\data\charts\MSFT\2022-03-28.png,MSFT,2022-03-28,Down,0,59.96,2.3616,-0.3497,-0.0819,-1.1869,train
D:\full-stack2\data\charts\TSLA\2022-03-28.png,TSLA,2022-03-28,Down,0,70.42,12.6823,2.6412,-0.1062,-0.8641,train
D:\full-stack2\data\charts\AMZN\2022-03-28.png,AMZN,2022-03-28,Down,0,65.98,3.9977,1.6727,-0.1057,-1.2379,train
D:\full-stack2\data\charts\NVDA\2022-03-28.png,NVDA,2022-03-28,Down,0,62.77,0.9083,0.3099,-0.2233,-1.5218,train
D:\full-stack2\data\charts\META\2022-03-28.png,META,2022-03-28,Neutral,1,54.94,-2.7993,-8.5016,-0.0319,-0.317,train
D:\full-stack2\data\charts\NFLX\2022-03-28.png,NFLX,2022-03-28,Down,0,49.46,-0.6337,-1.2012,-0.0806,-0.8913,train
D:\full-stack2\data\charts\AAPL\2022-03-29.png,AAPL,2022-03-29,Down,0,66.78,2.4617,0.0886,-0.0631,-0.9769,train
D:\full-stack2\data\charts\GOOGL\2022-03-29.png,GOOGL,2022-03-29,Down,0,62.05,1.9858,0.6748,-0.1038,-1.4967,train
D:\full-stack2\data\charts\MSFT\2022-03-29.png,MSFT,2022-03-29,Down,0,62.69,3.4314,0.4065,-0.1057,-1.5409,train
D:\full-stack2\data\charts\TSLA\2022-03-29.png,TSLA,2022-03-29,Down,0,70.97,15.621,5.2371,-0.1024,-0.8387,train
D:\full-stack2\data\charts\AMZN\2022-03-29.png,AMZN,2022-03-29,Down,0,66.25,4.4727,2.2327,-0.1094,-1.3021,train
D:\full-stack2\data\charts\NVDA\2022-03-29.png,NVDA,2022-03-29,Down,0,64.12,1.0497,0.4579,-0.2496,-1.7475,train
D:\full-stack2\data\charts\META\2022-03-29.png,META,2022-03-29,Down,0,58.61,-1.2369,-7.0487,-0.0684,-0.7007,train
D:\full-stack2\data\charts\NFLX\2022-03-29.png,NFLX,2022-03-29,Down,0,54.64,-0.4235,-1.0457,-0.1218,-1.3122,train
D:\full-stack2\data\charts\AAPL\2022-03-30.png,AAPL,2022-03-30,Down,0,64.54,2.9171,0.6543,-0.0415,-0.6478,train
D:\full-stack2\data\charts\GOOGL\2022-03-30.png,GOOGL,2022-03-30,Down,0,60.75,2.142,0.9682,-0.0849,-1.2204,train
D:\full-stack2\data\charts\MSFT\2022-03-30.png,MSFT,2022-03-30,Down,0,61.21,4.1108,1.1474,-0.0836,-1.2291,train
D:\full-stack2\data\charts\TSLA\2022-03-30.png,TSLA,2022-03-30,Down,0,69.96,17.5969,7.7091,-0.0655,-0.5336,train
D:\full-stack2\data\charts\AMZN\2022-03-30.png,AMZN,2022-03-30,Down,0,61.37,4.5535,2.6969,-0.0647,-0.7549,train
D:\full-stack2\data\charts\NVDA\2022-03-30.png,NVDA,2022-03-30,Down,0,59.02,1.0717,0.5806,-0.1982,-1.364,train
D:\full-stack2\data\charts\META\2022-03-30.png,META,2022-03-30,Down,0,57.0,-0.1578,-5.6705,-0.0564,-0.5795,train
D:\full-stack2\data\charts\NFLX\2022-03-30.png,NFLX,2022-03-30,Down,0,50.32,-0.3366,-0.9039,-0.0814,-0.8647,train
D:\full-stack2\data\charts\AAPL\2022-03-31.png,AAPL,2022-03-31,Down,0,58.89,2.9936,1.1221,-0.0534,-0.8129,train
D:\full-stack2\data\charts\GOOGL\2022-03-31.png,GOOGL,2022-03-31,Down,0,54.48,2.0127,1.1771,-0.0887,-1.245,train
D:\full-stack2\data\charts\MSFT\2022-03-31.png,MSFT,2022-03-31,Down,0,56.1,4.1679,1.7515,-0.0924,-1.3483,train
D:\full-stack2\data\charts\TSLA\2022-03-31.png,TSLA,2022-03-31,Down,0,66.96,18.5087,9.869,-0.0859,-0.7357,train
D:\full-stack2\data\charts\AMZN\2022-03-31.png,AMZN,2022-03-31,Down,0,56.46,4.3014,3.0178,-0.0693,-0.8208,train
D:\full-stack2\data\charts\NVDA\2022-03-31.png,NVDA,2022-03-31,Down,0,56.98,1.0445,0.6734,-0.2209,-1.5268,train
D:\full-stack2\data\charts\META\2022-03-31.png,META,2022-03-31,Down,0,52.76,0.2549,-4.4854,-0.0548,-0.5629,train
D:\full-stack2\data\charts\NFLX\2022-03-31.png,NFLX,2022-03-31,Down,0,47.62,-0.3195,-0.787,-0.0893,-0.9694,train
D:\full-stack2\data\charts\AAPL\2022-04-01.png,AAPL,2022-04-01,Down,0,58.37,2.996,1.4969,-0.053,-0.8298,train
D:\full-stack2\data\charts\GOOGL\2022-04-01.png,GOOGL,2022-04-01,Down,0,56.31,1.9742,1.3366,-0.089,-1.2678,train
D:\full-stack2\data\charts\MSFT\2022-04-01.png,MSFT,2022-04-01,Down,0,56.88,4.2509,2.2514,-0.0934,-1.407,train
D:\full-stack2\data\charts\TSLA\2022-04-01.png,TSLA,2022-04-01,Down,0,67.6,19.198,11.7348,-0.074,-0.6359,train
D:\full-stack2\data\charts\AMZN\2022-04-01.png,AMZN,2022-04-01,Down,0,57.09,4.0997,3.2342,-0.0659,-0.7934,train
D:\full-stack2\data\charts\NVDA\2022-04-01.png,NVDA,2022-04-01,Down,0,54.12,0.9656,0.7318,-0.1845,-1.2888,train
D:\full-stack2\data\charts\META\2022-04-01.png,META,2022-04-01,Down,0,54.42,0.7724,-3.4338,-0.0626,-0.6503,train
D:\full-stack2\data\charts\NFLX\2022-04-01.png,NFLX,2022-04-01,Down,0,47.18,-0.3115,-0.6919,-0.0953,-1.0456,train
D:\full-stack2\data\charts\AAPL\2022-04-04.png,AAPL,2022-04-04,Down,0,63.2,3.2866,1.8548,-0.0619,-0.9976,train
D:\full-stack2\data\charts\GOOGL\2022-04-04.png,GOOGL,2022-04-04,Down,0,60.74,2.1448,1.4982,-0.0907,-1.4514,train
D:\full-stack2\data\charts\MSFT\2022-04-04.png,MSFT,2022-04-04,Down,0,60.62,4.6957,2.7402,-0.0942,-1.5834,train
D:\full-stack2\data\charts\TSLA\2022-04-04.png,TSLA,2022-04-04,Down,0,72.57,21.1376,13.6154,-0.1024,-0.9073,train
D:\full-stack2\data\charts\AMZN\2022-04-04.png,AMZN,2022-04-04,Down,0,62.11,4.2768,3.4427,-0.0608,-0.8651,train
D:\full-stack2\data\charts\NVDA\2022-04-04.png,NVDA,2022-04-04,Down,0,56.76,0.9444,0.7743,-0.1887,-1.4375,train
D:\full-stack2\data\charts\META\2022-04-04.png,META,2022-04-04,Down,0,59.91,1.8846,-2.3701,-0.0709,-0.8427,train
D:\full-stack2\data\charts\NFLX\2022-04-04.png,NFLX,2022-04-04,Down,0,54.52,-0.1578,-0.5851,-0.1096,-1.1761,train
D:\full-stack2\data\charts\AAPL\2022-04-05.png,AAPL,2022-04-05,Down,0,57.33,3.2126,2.1264,-0.0447,-0.7066,train
D:\full-stack2\data\charts\GOOGL\2022-04-05.png,GOOGL,2022-04-05,Down,0,55.62,2.0656,1.6117,-0.0893,-1.3828,train
D:\full-stack2\data\charts\MSFT\2022-04-05.png,MSFT,2022-04-05,Down,0,56.71,4.6751,3.1272,-0.0789,-1.3186,train
D:\full-stack2\data\charts\TSLA\2022-04-05.png,TSLA,2022-04-05,Down,0,63.27,20.9754,15.0874,-0.1045,-0.8576,train
D:\full-stack2\data\charts\AMZN\2022-04-05.png,AMZN,2022-04-05,Down,0,55.8,4.0244,3.559,-0.0613,-0.8359,train
D:\full-stack2\data\charts\NVDA\2022-04-05.png,NVDA,2022-04-05,Down,0,49.94,0.8032,0.7801,-0.1716,-1.2327,train
D:\full-stack2\data\charts\META\2022-04-05.png,META,2022-04-05,Down,0,58.2,2.5723,-1.3817,-0.1355,-1.5895,train
D:\full-stack2\data\charts\NFLX\2022-04-05.png,NFLX,2022-04-05,Down,0,49.82,-0.1261,-0.4933,-0.405,-4.308,train
D:\full-stack2\data\charts\AAPL\2022-04-06.png,AAPL,2022-04-06,Down,0,52.33,2.8655,2.2742,-0.0315,-0.5124,train
D:\full-stack2\data\charts\GOOGL\2022-04-06.png,GOOGL,2022-04-06,Down,0,48.19,1.6602,1.6214,-0.0859,-1.4371,train
D:\full-stack2\data\charts\MSFT\2022-04-06.png,MSFT,2022-04-06,Down,0,47.53,3.7275,3.2473,-0.0624,-1.05,train
D:\full-stack2\data\charts\TSLA\2022-04-06.png,TSLA,2022-04-06,Neutral,1,56.7,19.3994,15.9498,-0.0354,-0.2799,train
D:\full-stack2\data\charts\AMZN\2022-04-06.png,AMZN,2022-04-06,Down,0,49.16,3.3582,3.5189,-0.0659,-0.8426,train
D:\full-stack2\data\charts\NVDA\2022-04-06.png,NVDA,2022-04-06,Down,0,43.88,0.562,0.7365,-0.1731,-1.2366,train
D:\full-stack2\data\charts\META\2022-04-06.png,META,2022-04-06,Down,0,51.58,2.4058,-0.6242,-0.1578,-1.7979,train
D:\full-stack2\data\charts\NFLX\2022-04-06.png,NFLX,2022-04-06,Down,0,45.44,-0.194,-0.4334,-0.4076,-4.4587,train
D:\full-stack2\data\charts\AAPL\2022-04-07.png,AAPL,2022-04-07,Down,0,52.76,2.5852,2.3364,-0.0601,-1.0498,train
D:\full-stack2\data\charts\GOOGL\2022-04-07.png,GOOGL,2022-04-07,Down,0,47.08,1.2714,1.5514,-0.1196,-2.006,train
D:\full-stack2\data\charts\MSFT\2022-04-07.png,MSFT,2022-04-07,Down,0,48.99,3.0869,3.2152,-0.0907,-1.5429,train
D:\full-stack2\data\charts\TSLA\2022-04-07.png,TSLA,2022-04-07,Neutral,1,57.89,18.2493,16.4097,-0.0494,-0.3992,train
D:\full-stack2\data\charts\AMZN\2022-04-07.png,AMZN,2022-04-07,Down,0,48.04,2.7204,3.3592,-0.0851,-1.2125,train
D:\full-stack2\data\charts\NVDA\2022-04-07.png,NVDA,2022-04-07,Down,0,43.14,0.3509,0.6594,-0.1939,-1.3895,train
D:\full-stack2\data\charts\META\2022-04-07.png,META,2022-04-07,Down,0,51.32,2.2202,-0.0553,-0.1742,-2.0181,train
D:\full-stack2\data\charts\NFLX\2022-04-07.png,NFLX,2022-04-07,Down,0,43.29,-0.2944,-0.4056,-0.4049,-4.3902,train
D:\full-stack2\data\charts\AAPL\2022-04-08.png,AAPL,2022-04-08,Down,0,49.6,2.1759,2.3043,-0.0424,-0.7745,train
D:\full-stack2\data\charts\GOOGL\2022-04-08.png,GOOGL,2022-04-08,Down,0,42.9,0.7466,1.3904,-0.0766,-1.2859,train
D:\full-stack2\data\charts\MSFT\2022-04-08.png,MSFT,2022-04-08,Down,0,45.76,2.2102,3.0142,-0.0547,-0.9443,train
D:\full-stack2\data\charts\TSLA\2022-04-08.png,TSLA,2022-04-08,Neutral,1,53.51,16.2955,16.3869,-0.0268,-0.2256,train
